spg,n_atoms,numIons,wps,count
2,14,"(1, 3, 2, 8)","5,2-4-6,0,0-0-0-0",1
2,14,"(1, 3, 2, 8)","6,0-5,0,0-0-0-0",1
2,14,"(1, 3, 10)","1,0-4,0-0-0-0-0",1
2,14,"(1, 4, 1, 8)","1,2-3-6-8,7,0-0-0-0",1
2,14,"(1, 4, 1, 8)","2,1-3-4-8,6,0-0-0-0",1
2,14,"(1, 4, 1, 8)","2,3-4-7-8,5,0-0-0-0",1
2,14,"(1, 4, 1, 8)","2,3-5-6-8,4,0-0-0-0",1
2,14,"(1, 4, 1, 8)","3,1-2-7-8,6,0-0-0-0",1
2,14,"(1, 4, 1, 8)","3,2-4-5-8,6,0-0-0-0",1
2,14,"(1, 4, 1, 8)","3,2-4-6-8,5,0-0-0-0",1
2,14,"(1, 4, 1, 8)","4,2-3-6-8,1,0-0-0-0",1
2,14,"(1, 5, 2, 6)","5,0-0-6,0,0-0-0",1
2,14,"(1, 5, 8)","2,1-3-5-7-8,0-0-0-0",1
2,14,"(1, 5, 8)","4,0-0-8,0-0-0-0",1
2,14,"(1, 6, 1, 6)","1,0-0-0,5,0-0-0",2
2,14,"(2, 1, 1, 2, 8)","0,6,4,0,0-0-0-0",1
2,14,"(2, 1, 1, 10)","0,2,8,0-0-0-0-0",1
2,14,"(2, 1, 1, 10)","0,6,2,0-0-0-0-0",1
2,14,"(2, 1, 1, 10)","0,8,7,0-0-0-0-0",1
2,14,"(2, 1, 3, 8)","0,2,1-6-7,0-0-0-0",1
2,14,"(2, 1, 3, 8)","0,2,3-6-7,0-0-0-0",1
2,14,"(2, 1, 3, 8)","0,2,4-6-7,0-0-0-0",2
2,14,"(2, 1, 3, 8)","0,3,1-2-5,0-0-0-0",1
2,14,"(2, 1, 3, 8)","0,3,1-5-7,0-0-0-0",1
2,14,"(2, 1, 3, 8)","0,3,1-5-8,0-0-0-0",1
2,14,"(2, 1, 3, 8)","0,4,3-5-7,0-0-0-0",1
2,14,"(2, 1, 3, 8)","0,6,2-4-7,0-0-0-0",1
2,14,"(2, 1, 3, 8)","1-2,8,4-5-6,0-0-0-0",2
2,14,"(2, 1, 3, 8)","1-3,8,4-5-6,0-0-0-0",2
2,14,"(2, 1, 3, 8)","2-3,8,4-5-6,0-0-0-0",1
2,14,"(2, 1, 3, 8)","2-7,8,4-5-6,0-0-0-0",2
2,14,"(2, 1, 3, 8)","3-7,8,4-5-6,0-0-0-0",2
2,14,"(2, 2, 2, 6, 2)","0,0,0,0-0-0,0",1
2,14,"(2, 2, 2, 8)","0,0,0,0-0-0-0",11
2,14,"(2, 2, 2, 8)","0,2-3,6-7,0-0-0-0",1
2,14,"(2, 2, 2, 8)","0,3-6,1-4,0-0-0-0",2
2,14,"(2, 2, 2, 8)","0,3-7,2-5,0-0-0-0",1
2,14,"(2, 2, 2, 8)","0,4-7,3-5,0-0-0-0",1
2,14,"(2, 2, 2, 8)","0,7-8,0,0-0-0-0",2
2,14,"(2, 2, 2, 8)","1-4,3-7,2-8,0-0-0-0",1
2,14,"(2, 2, 2, 8)","1-5,0,4-6,0-0-0-0",1
2,14,"(2, 2, 2, 8)","3-4,1-2,7-8,0-0-0-0",1
2,14,"(2, 2, 2, 8)","6-7,1-5,3-8,0-0-0-0",1
2,14,"(2, 2, 6, 4)","0,0,0-0-0,0-0",4
2,14,"(2, 2, 8, 2)","0,0,0-0-0-0,0",2
2,14,"(2, 2, 8, 2)","0,1-8,0-0-0-0,0",2
2,14,"(2, 2, 8, 2)","0,7-8,0-0-0-0,0",1
2,14,"(2, 2, 8, 2)","1-8,0,0-0-0-0,0",12
2,14,"(2, 2, 8, 2)","2-8,0,0-0-0-0,0",3
2,14,"(2, 2, 8, 2)","7-8,0,0-0-0-0,0",6
2,14,"(2, 2, 10)","0,0,0-0-0-0-0",14
2,14,"(2, 2, 10)","0,1-5,0-0-0-0-0",1
2,14,"(2, 2, 10)","0,1-8,0-0-0-0-0",1
2,14,"(2, 2, 10)","0,2-6,0-0-0-0-0",1
2,14,"(2, 2, 10)","0,3-4,0-0-0-0-0",1
2,14,"(2, 2, 10)","0,3-8,0-0-0-0-0",4
2,14,"(2, 2, 10)","0,7-8,0-0-0-0-0",7
2,14,"(2, 2, 10)","2-8,0,0-0-0-0-0",1
2,14,"(2, 2, 10)","3-5,0,0-0-0-0-0",1
2,14,"(2, 2, 10)","7-8,0,0-0-0-0-0",1
2,14,"(2, 3, 1, 8)","0,1-2-3,5,0-0-0-0",1
2,14,"(2, 3, 1, 8)","0,1-2-7,6,0-0-0-0",1
2,14,"(2, 3, 1, 8)","0,1-5-8,4,0-0-0-0",1
2,14,"(2, 3, 1, 8)","0,2-4-6,7,0-0-0-0",1
2,14,"(2, 3, 1, 8)","0,3-4-5,7,0-0-0-0",3
2,14,"(2, 3, 1, 8)","0,4-5-6,1,0-0-0-0",1
2,14,"(2, 3, 1, 8)","0,4-5-6,2,0-0-0-0",1
2,14,"(2, 3, 1, 8)","0,4-5-6,3,0-0-0-0",4
2,14,"(2, 3, 1, 8)","0,4-6-7,2,0-0-0-0",2
2,14,"(2, 3, 1, 8)","0,5-7-8,4,0-0-0-0",1
2,14,"(2, 3, 1, 8)","1-3,4-5-6,8,0-0-0-0",4
2,14,"(2, 3, 1, 8)","1-6,3-5-7,8,0-0-0-0",1
2,14,"(2, 3, 1, 8)","1-7,4-5-6,8,0-0-0-0",1
2,14,"(2, 3, 1, 8)","2-3,4-5-6,8,0-0-0-0",3
2,14,"(2, 3, 1, 8)","3-7,4-5-6,8,0-0-0-0",1
2,14,"(2, 4, 2, 6)","0,1-3-4-8,0,0-0-0",1
2,14,"(2, 4, 4, 4)","0,0-0,0-0,0-0",2
2,14,"(2, 4, 8)","0,0-0,0-0-0-0",21
2,14,"(2, 4, 8)","0,1-2-3-5,0-0-0-0",2
2,14,"(2, 4, 8)","0,1-2-4-5,0-0-0-0",1
2,14,"(2, 4, 8)","0,1-2-4-7,0-0-0-0",1
2,14,"(2, 4, 8)","0,1-3-4-6,0-0-0-0",1
2,14,"(2, 4, 8)","0,1-3-4-7,0-0-0-0",1
2,14,"(2, 4, 8)","0,1-4-5-8,0-0-0-0",1
2,14,"(2, 4, 8)","0,2-3-5-7,0-0-0-0",1
2,14,"(2, 4, 8)","0,2-4-5-6,0-0-0-0",2
2,14,"(2, 4, 8)","0,2-4-6-7,0-0-0-0",5
2,14,"(2, 4, 8)","0,2-5-7-8,0-0-0-0",1
2,14,"(2, 4, 8)","0,3-4-5-6,0-0-0-0",1
2,14,"(2, 4, 8)","0,3-4-5-7,0-0-0-0",3
2,14,"(2, 4, 8)","0,4-5-7-8,0-0-0-0",1
2,14,"(2, 4, 8)","1-8,2-3-5-7,0-0-0-0",1
2,14,"(2, 4, 8)","2-8,0-0,0-0-0-0",1
2,14,"(2, 4, 8)","2-8,3-4-5-7,0-0-0-0",1
2,14,"(2, 4, 8)","3-8,1-4-5-6,0-0-0-0",1
2,14,"(2, 4, 8)","4-8,0-0,0-0-0-0",1
2,14,"(2, 6, 2, 4)","0,0-0-0,0,0-0",1
2,14,"(2, 6, 4, 2)","0,0-0-0,0-0,0",1
2,14,"(2, 6, 6)","0,0-0-0,0-0-0",7
2,14,"(2, 6, 6)","6-7,0-0-0,0-0-0",1
2,14,"(2, 8, 4)","0,0-0-0-0,0-0",1
2,14,"(2, 12)","0,0-0-0-0-0-0",1
2,14,"(2, 12)","3-8,0-0-0-0-0-0",1
2,14,"(3, 1, 4, 4, 2)","0-1,8,0-0,0-0,0",1
2,14,"(3, 1, 4, 4, 2)","0-2,8,0-0,0-0,0",1
2,14,"(3, 1, 4, 4, 2)","0-5,1,0-0,0-0,0",1
2,14,"(3, 1, 4, 4, 2)","0-7,8,0-0,0-0,0",3
2,14,"(3, 1, 10)","0-2,8,0-0-0-0-0",1
2,14,"(3, 1, 10)","0-4,8,0-0-0-0-0",2
2,14,"(3, 1, 10)","0-8,7,0-0-0-0-0",1
2,14,"(3, 2, 1, 8)","1-5-6,0,4,0-0-0-0",1
2,14,"(3, 2, 1, 8)","1-6-7,0,2,0-0-0-0",1
2,14,"(3, 2, 1, 8)","2-4-7,0,6,0-0-0-0",1
2,14,"(3, 3, 8)","0-8,0-7,0-0-0-0",1
2,14,"(4, 1, 1, 8)","0-0,6,2,0-0-0-0",1
2,14,"(4, 1, 2, 7)","0-0,1,0,0-0-0-8",1
2,14,"(4, 1, 2, 7)","0-0,7,0,0-0-0-8",2
2,14,"(4, 2, 1, 7)","0-0,0,1,0-0-0-8",1
2,14,"(4, 2, 2, 6)","0-7-8,0,0,0-0-0",1
2,14,"(4, 2, 8)","0-0,0,0-0-0-0",9
2,14,"(4, 2, 8)","0-0,3-8,0-0-0-0",1
2,14,"(4, 2, 8)","0-0,5-6,0-0-0-0",1
2,14,"(4, 2, 8)","0-0,5-7,0-0-0-0",1
2,14,"(4, 2, 8)","1-2-3-4,0,0-0-0-0",1
2,14,"(4, 2, 8)","1-2-3-6,0,0-0-0-0",1
2,14,"(4, 2, 8)","1-3-4-6,0,0-0-0-0",1
2,14,"(4, 2, 8)","1-3-4-7,0,0-0-0-0",2
2,14,"(4, 2, 8)","1-4-5-6,0,0-0-0-0",1
2,14,"(4, 2, 8)","2-3-5-7,0,0-0-0-0",2
2,14,"(4, 2, 8)","3-4-5-7,0,0-0-0-0",1
2,14,"(4, 2, 8)","3-6-7-8,0,0-0-0-0",1
2,14,"(4, 2, 8)","5-6-7-8,0,0-0-0-0",1
2,14,"(4, 4, 6)","0-0,0-0,0-0-0",2
2,14,"(4, 6, 4)","0-0,0-0-0,0-0",4
2,14,"(4, 10)","0-0,0-0-0-0-0",3
2,14,"(4, 10)","0-5-7,0-0-0-0-0",1
2,14,"(5, 1, 2, 6)","0-0-6,5,0,0-0-0",2
2,14,"(5, 1, 8)","0-0-7,8,0-0-0-0",1
2,14,"(6, 1, 7)","0-0-0,1,0-0-0-8",1
2,14,"(6, 2, 2, 4)","0-0-0,0,0,0-0",2
2,14,"(6, 2, 4, 2)","0-0-0,0,0-0,0",2
2,14,"(6, 2, 6)","0-0-0,0,0-0-0",5
2,14,"(6, 2, 6)","0-0-2-8,0,0-0-0",1
2,14,"(6, 2, 6)","0-0-7-8,0,0-0-0",1
2,14,"(6, 3, 5)","0-0-0,0-3,0-0-4",1
2,14,"(6, 4, 4)","0-0-0,0-0,0-0",1
2,14,"(6, 8)","0-0-0,0-0-0-0",5
2,14,"(6, 8)","0-0-0,0-0-0-5-8",4
2,14,"(6, 8)","2-3-4-6-7-8,0-0-0-0",1
2,14,"(8, 2, 4)","0-0-0-0,0,0-0",1
2,14,"(8, 6)","0-0-0-0,0-0-0",9
2,14,"(8, 6)","0-0-0-0,0-0-1-3",1
2,14,"(8, 6)","0-0-0-5-8,0-0-0",1
2,14,"(10, 2, 2)","0-0-0-0-0,0,0",2
2,14,"(10, 2, 2)","0-0-0-0-0,5-8,0",1
2,14,"(10, 4)","0-0-0-0-0,0-0",3
2,14,"(12, 2)","0-0-0-0-0-5-8,0",2
2,14,"(14,)",0-0-0-0-0-1-2-5-8,1
2,14,"(14,)",0-0-0-0-0-1-3-6-8,3
2,14,"(14,)",0-0-0-0-0-1-4-7-8,1
2,14,"(14,)",0-0-0-0-0-2-3-4-8,2
2,15,"(1, 1, 1, 2, 8, 2)","3,1,8,0,0-0-0-0,0",1
2,15,"(1, 1, 1, 2, 8, 2)","3,8,1,0,0-0-0-0,0",2
2,15,"(1, 1, 1, 2, 10)","6,3,8,0,0-0-0-0-0",1
2,15,"(1, 1, 1, 2, 10)","8,3,2,0,0-0-0-0-0",1
2,15,"(1, 1, 2, 1, 10)","1,7,0,8,0-0-0-0-0",1
2,15,"(1, 1, 2, 1, 10)","7,1,0,8,0-0-0-0-0",1
2,15,"(1, 1, 5, 8)","7,5,0-1-2-3,0-0-0-0",1
2,15,"(1, 1, 5, 8)","8,2,0-3-6-7,0-0-0-0",1
2,15,"(1, 1, 5, 8)","8,4,0-3-5-6,0-0-0-0",1
2,15,"(1, 2, 1, 11)","8,0,2,0-0-0-0-0-3",3
2,15,"(1, 2, 1, 11)","8,0,7,0-0-0-0-0-1",2
2,15,"(1, 2, 2, 2, 8)","6,0,0,0,0-0-0-0",2
2,15,"(1, 2, 2, 8, 2)","3,1-8,0,0-0-0-0,0",1
2,15,"(1, 2, 2, 8, 2)","6,7-8,0,0-0-0-0,0",1
2,15,"(1, 2, 2, 8, 2)","8,3-6,0,0-0-0-0,0",1
2,15,"(1, 2, 2, 10)","1,0,0,0-0-0-0-0",1
2,15,"(1, 2, 2, 10)","2,5-6,0,0-0-0-0-0",1
2,15,"(1, 2, 2, 10)","2,7-8,0,0-0-0-0-0",1
2,15,"(1, 2, 2, 10)","4,0,0,0-0-0-0-0",1
2,15,"(1, 2, 2, 10)","6,0,0,0-0-0-0-0",1
2,15,"(1, 2, 2, 10)","7,0,0,0-0-0-0-0",1
2,15,"(1, 2, 2, 10)","8,0,0,0-0-0-0-0",3
2,15,"(1, 2, 2, 10)","8,1-7,0,0-0-0-0-0",1
2,15,"(1, 2, 3, 9)","1,0,0-4,0-0-0-2-3-7",1
2,15,"(1, 2, 4, 8)","1,0,2-3-6-7,0-0-0-0",2
2,15,"(1, 2, 4, 8)","3,0,0-0,0-0-0-0",1
2,15,"(1, 2, 4, 8)","5,0,0-0,0-0-0-0",4
2,15,"(1, 2, 4, 8)","7,1-5,0-2-3,0-0-0-0",1
2,15,"(1, 2, 4, 8)","8,0,0-0,0-0-0-0",4
2,15,"(1, 2, 4, 8)","8,0,2-4-5-6,0-0-0-0",1
2,15,"(1, 2, 4, 8)","8,0,3-4-5-6,0-0-0-0",1
2,15,"(1, 2, 4, 8)","8,4-5,0-2-6,0-0-0-0",1
2,15,"(1, 2, 4, 8)","8,4-6,0-2-5,0-0-0-0",1
2,15,"(1, 2, 6, 6)","5,0,0-0-0,0-0-0",1
2,15,"(1, 2, 6, 6)","8,0,0-0-0,0-0-0",2
2,15,"(1, 2, 12)","1,0,0-0-0-0-0-0",12
2,15,"(1, 2, 12)","2,0,0-0-0-0-0-0",6
2,15,"(1, 2, 12)","3,0,0-0-0-0-0-0",5
2,15,"(1, 2, 12)","4,0,0-0-0-0-0-0",9
2,15,"(1, 2, 12)","5,0,0-0-0-0-0-0",2
2,15,"(1, 2, 12)","7,0,0-0-0-0-0-0",1
2,15,"(1, 2, 12)","8,0,0-0-0-0-0-0",11
2,15,"(1, 4, 2, 8)","1,0-2-3,6-7,0-0-0-0",1
2,15,"(1, 4, 2, 8)","1,0-2-5,3-7,0-0-0-0",1
2,15,"(1, 4, 2, 8)","1,2-3-6-7,0,0-0-0-0",1
2,15,"(1, 4, 2, 8)","2,1-3-4-7,0,0-0-0-0",1
2,15,"(1, 4, 2, 8)","3,0-0,0,0-0-0-0",1
2,15,"(1, 4, 2, 8)","3,0-1-8,2-7,0-0-0-0",1
2,15,"(1, 4, 2, 8)","4,0-0,0,0-0-0-0",1
2,15,"(1, 4, 2, 8)","4,2-5-6-8,0,0-0-0-0",1
2,15,"(1, 4, 2, 8)","8,0-2-6,4-5,0-0-0-0",1
2,15,"(1, 4, 2, 8)","8,0-4-6,3-5,0-0-0-0",1
2,15,"(1, 4, 4, 6)","3,0-0,0-0,0-0-0",1
2,15,"(1, 4, 6, 4)","4,0-0,0-0-0,0-0",1
2,15,"(1, 4, 10)","1,0-0,0-0-0-0-0",1
2,15,"(1, 4, 10)","2,0-0,0-0-0-0-0",3
2,15,"(1, 4, 10)","3,0-0,0-0-0-0-0",2
2,15,"(1, 5, 1, 8)","8,0-3-5-6,4,0-0-0-0",1
2,15,"(1, 5, 1, 8)","8,0-3-5-7,4,0-0-0-0",1
2,15,"(1, 6, 2, 2, 2, 2)","1,0-0-0,0,0,0,0",1
2,15,"(1, 6, 4, 4)","8,0-0-0,0-0,0-0",1
2,15,"(1, 6, 8)","5,0-0-0,0-0-0-0",5
2,15,"(1, 6, 8)","8,0-0-0,0-0-0-0",10
2,15,"(1, 8, 6)","8,0-0-0-0,0-0-0",1
2,15,"(2, 1, 2, 10)","0,1,0,0-0-0-0-0",1
2,15,"(2, 1, 2, 10)","0,5,0,0-0-0-0-0",1
2,15,"(2, 1, 2, 10)","0,6,0,0-0-0-0-0",1
2,15,"(2, 1, 2, 10)","0,8,0,0-0-0-0-0",6
2,15,"(2, 1, 4, 4, 4)","0,1,0-0,0-0,0-0",1
2,15,"(2, 1, 4, 8)","0,1,0-0,0-0-0-0",1
2,15,"(2, 1, 4, 8)","0,5,0-0,0-0-0-0",2
2,15,"(2, 1, 4, 8)","0,8,0-0,0-0-0-0",4
2,15,"(2, 1, 6, 6)","0,5,0-0-0,0-0-0",1
2,15,"(2, 1, 6, 6)","0,8,0-0-0,0-0-0",2
2,15,"(2, 1, 12)","0,1,0-0-0-0-0-0",2
2,15,"(2, 1, 12)","0,3,0-0-0-0-0-0",4
2,15,"(2, 1, 12)","0,4,0-0-0-0-0-0",1
2,15,"(2, 1, 12)","0,6,0-0-0-0-0-0",1
2,15,"(2, 1, 12)","0,8,0-0-0-0-0-0",11
2,15,"(2, 2, 1, 10)","0,0,8,0-0-0-0-0",1
2,15,"(2, 2, 2, 9)","0,0,0,0-0-0-0-8",4
2,15,"(2, 2, 3, 8)","0,0,0-3,0-0-0-0",1
2,15,"(2, 3, 2, 8)","0,0-5,0,0-0-0-0",1
2,15,"(2, 3, 2, 8)","0,0-8,0,0-0-0-0",1
2,15,"(2, 3, 10)","0,0-6,0-0-0-0-0",1
2,15,"(2, 4, 1, 8)","0,0-0,8,0-0-0-0",1
2,15,"(2, 13)","0,0-0-0-0-0-0-8",3
2,15,"(3, 1, 2, 1, 8)","0-7,8,0,2,0-0-0-0",2
2,15,"(3, 1, 2, 1, 8)","0-7,8,0,3,0-0-0-0",1
2,15,"(3, 1, 3, 8)","1-2-3,8,4-5-6,0-0-0-0",2
2,15,"(3, 1, 3, 8)","1-2-4,8,3-5-7,0-0-0-0",1
2,15,"(3, 1, 3, 8)","1-3-4,8,2-6-7,0-0-0-0",2
2,15,"(3, 1, 3, 8)","1-3-7,8,4-5-6,0-0-0-0",1
2,15,"(3, 1, 3, 8)","1-4-6,8,3-5-7,0-0-0-0",1
2,15,"(3, 1, 3, 8)","2-3-7,8,4-5-6,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-3-4,5-8,2-6,0-0-0-0",2
2,15,"(3, 2, 2, 8)","1-3-4,5-8,2-7,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-3-4,5-8,6-7,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-3-6,7-8,2-5,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-4-5,2-7,3-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-4-7,2-5,6-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-4-7,2-8,5-6,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-4-7,5-6,2-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-4-7,6-8,3-5,0-0-0-0",1
2,15,"(3, 2, 2, 8)","1-6-7,5-8,3-4,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-3-4,5-6,7-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-3-4,5-7,6-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-3-4,5-8,6-7,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-3-6,4-5,7-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-3-6,5-8,1-4,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-4-6,3-5,1-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-4-6,3-7,1-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-4-7,1-3,5-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","2-4-7,5-8,1-3,0-0-0-0",2
2,15,"(3, 2, 2, 8)","2-5-7,1-6,4-8,0-0-0-0",2
2,15,"(3, 2, 2, 8)","3-4-6,2-5,7-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","3-4-7,1-2,6-8,0-0-0-0",1
2,15,"(3, 2, 2, 8)","3-4-7,2-8,1-6,0-0-0-0",1
2,15,"(3, 2, 10)","0-5,0,0-0-0-0-0",1
2,15,"(3, 2, 10)","0-6,0,0-0-0-0-0",3
2,15,"(3, 2, 10)","0-7,0,0-0-0-0-0",1
2,15,"(3, 2, 10)","0-8,0,0-0-0-0-0",2
2,15,"(3, 3, 1, 8)","1-2-7,4-5-6,8,0-0-0-0",3
2,15,"(3, 3, 1, 8)","1-3-7,4-5-6,8,0-0-0-0",1
2,15,"(3, 3, 1, 8)","1-4-6,3-5-7,8,0-0-0-0",2
2,15,"(3, 3, 1, 8)","2-3-7,4-5-6,8,0-0-0-0",2
2,15,"(3, 3, 1, 8)","4-6-7,1-2-5,8,0-0-0-0",3
2,15,"(3, 4, 8)","0-4,0-1-6,0-0-0-0",1
2,15,"(3, 4, 8)","2-4-7,1-3-5-8,0-0-0-0",1
2,15,"(3, 4, 8)","3-5-6,1-2-4-8,0-0-0-0",1
2,15,"(3, 12)","1-4-8,0-0-0-0-0-0",1
2,15,"(4, 1, 2, 8)","0-0,1,0,0-0-0-0",1
2,15,"(4, 1, 2, 8)","0-0,8,0,0-0-0-0",14
2,15,"(4, 1, 10)","0-0,7,0-0-0-0-0",1
2,15,"(4, 1, 10)","0-0,8,0-0-0-0-0",1
2,15,"(4, 2, 1, 8)","0-0,0,8,0-0-0-0",5
2,15,"(4, 2, 8, 1)","0-0,2-8,0-0-0-0,7",1
2,15,"(4, 2, 9)","0-0,0,0-0-0-0-8",1
2,15,"(4, 3, 2, 6)","0-0,0-7,0,0-0-0",1
2,15,"(4, 3, 8)","0-2-8,1-3-7,0-0-0-0",1
2,15,"(4, 3, 8)","0-3-8,1-2-7,0-0-0-0",1
2,15,"(4, 11)","0-0,0-0-0-0-0-8",2
2,15,"(5, 10)","0-0-4,0-0-0-0-0",1
2,15,"(5, 10)","0-0-8,0-0-0-0-0",1
2,15,"(6, 1, 2, 6)","0-0-0,2,0,0-0-0",1
2,15,"(6, 1, 2, 6)","0-0-0,5,0,0-0-0",1
2,15,"(6, 1, 2, 6)","0-0-0,6,0,0-0-0",1
2,15,"(6, 1, 2, 6)","0-0-0,7,0,0-0-0",3
2,15,"(6, 1, 4, 4)","0-0-0,5,0-0,0-0",1
2,15,"(6, 1, 8)","0-0-0,8,0-0-0-0",2
2,15,"(6, 2, 7)","0-0-0,0,0-0-0-7",1
2,15,"(6, 3, 6)","0-0-0,0-4,0-0-0",1
2,15,"(6, 3, 6)","0-0-0,0-5,0-0-0",2
2,15,"(8, 1, 4, 2)","0-0-0-0,8,0-0,0",4
2,15,"(8, 1, 6)","0-0-0-0,8,0-0-0",4
2,15,"(8, 4, 3)","0-0-0-0,0-0,0-2",1
2,15,"(10, 5)","0-0-0-0-0,0-0-7",1
2,15,"(11, 2, 2)","0-0-0-0-0-8,0,0",1
2,15,"(11, 4)","0-0-0-0-0-8,0-0",2
2,15,"(12, 3)","0-0-0-0-0-0,0-8",2
2,16,"(1, 1, 2, 2, 10)","1,8,0,0,0-0-0-0-0",2
2,16,"(1, 1, 2, 2, 10)","8,1,0,0,0-0-0-0-0",1
2,16,"(1, 1, 2, 2, 10)","8,7,0,0,0-0-0-0-0",1
2,16,"(1, 1, 2, 12)","8,1,0,0-0-0-0-0-0",1
2,16,"(1, 1, 4, 10)","2,3,0-0,0-0-0-0-0",1
2,16,"(1, 1, 4, 10)","3,2,0-0,0-0-0-0-0",2
2,16,"(1, 2, 1, 12)","7,1-8,4,0-0-0-0-0-0",2
2,16,"(1, 2, 12, 1)","5,1-7,0-0-0-0-0-0,6",1
2,16,"(1, 2, 12, 1)","6,1-7,0-0-0-0-0-0,5",1
2,16,"(1, 3, 2, 10)","1,0-6,0,0-0-0-0-0",2
2,16,"(1, 3, 6, 6)","8,3-4-6,0-0-0,0-0-0",1
2,16,"(1, 3, 6, 6)","8,4-5-7,0-0-0,0-0-0",2
2,16,"(1, 3, 6, 6)","8,4-6-7,0-0-0,0-0-0",2
2,16,"(1, 3, 6, 6)","8,5-6-7,0-0-0,0-0-0",2
2,16,"(1, 3, 10, 2)","7,0-8,0-0-0-1-3-5-6,2-4",1
2,16,"(1, 5, 10)","6,0-0-5,0-0-0-0-0",1
2,16,"(1, 5, 10)","8,0-0-6,0-0-0-0-0",1
2,16,"(1, 12, 1, 2)","1,0-0-0-0-0-0,5,6-7",2
2,16,"(1, 12, 1, 2)","1,0-0-0-0-0-0,6,5-7",1
2,16,"(1, 12, 1, 2)","5,0-0-0-0-0-0,1,6-7",1
2,16,"(1, 12, 1, 2)","5,0-0-0-0-0-0,7,1-6",1
2,16,"(1, 12, 2, 1)","1,0-0-0-0-0-0,5-6,7",3
2,16,"(1, 12, 2, 1)","5,0-0-0-0-0-0,1-6,7",1
2,16,"(1, 12, 2, 1)","5,0-0-0-0-0-0,1-7,6",1
2,16,"(1, 12, 2, 1)","5,0-0-0-0-0-0,6-7,1",2
2,16,"(2, 1, 1, 2, 8, 2)","0,1,8,0,0-0-0-0,0",1
2,16,"(2, 1, 1, 2, 8, 2)","0,7,8,0,0-0-0-0,0",1
2,16,"(2, 1, 1, 2, 8, 2)","0,8,7,0,0-0-0-0,0",2
2,16,"(2, 1, 1, 2, 10)","0,1,4,0,0-0-0-0-0",1
2,16,"(2, 1, 1, 2, 10)","0,4,1,0,0-0-0-0-0",2
2,16,"(2, 1, 1, 6, 6)","0,4,8,0-0-0,0-0-0",1
2,16,"(2, 1, 1, 12)","0,4,2,0-0-0-0-0-0",1
2,16,"(2, 1, 1, 12)","0,6,3,0-0-0-0-0-0",1
2,16,"(2, 1, 1, 12)","1-8,4,7,0-0-0-0-0-0",3
2,16,"(2, 1, 2, 1, 10)","0,4,0,1,0-0-0-0-0",1
2,16,"(2, 1, 3, 2, 8)","0,8,0-7,0,0-0-0-0",2
2,16,"(2, 1, 3, 10)","0,1,0-8,0-0-0-0-0",1
2,16,"(2, 1, 3, 10)","0,7,5-6-8,0-0-0-0-0",1
2,16,"(2, 1, 12, 1)","5-6,1,0-0-0-0-0-0,7",1
2,16,"(2, 1, 12, 1)","6-7,1,0-0-0-0-0-0,5",1
2,16,"(2, 1, 13)","0,4,0-0-0-0-0-0-8",1
2,16,"(2, 2, 2, 4, 6)","0,0,0,0-0,0-0-0",1
2,16,"(2, 2, 2, 8, 2)","0,0,0,0-0-0-0,0",1
2,16,"(2, 2, 2, 8, 2)","0,0,7-8,0-0-0-0,0",1
2,16,"(2, 2, 2, 8, 2)","0,1-8,0,0-0-0-0,0",8
2,16,"(2, 2, 2, 8, 2)","0,2-6,0,0-0-0-0,0",1
2,16,"(2, 2, 2, 8, 2)","0,7-8,0,0-0-0-0,0",10
2,16,"(2, 2, 2, 10)","0,0,0,0-0-0-0-0",26
2,16,"(2, 2, 2, 10)","0,0,1-3,0-0-0-0-0",1
2,16,"(2, 2, 2, 10)","0,0,1-4,0-0-0-0-0",1
2,16,"(2, 2, 2, 10)","0,1-3,0,0-0-0-0-0",1
2,16,"(2, 2, 2, 10)","0,1-4,0,0-0-0-0-0",1
2,16,"(2, 2, 2, 10)","0,2-6,0,0-0-0-0-0",3
2,16,"(2, 2, 2, 10)","0,2-8,0,0-0-0-0-0",1
2,16,"(2, 2, 2, 10)","0,3-5,0,0-0-0-0-0",1
2,16,"(2, 2, 2, 10)","0,7-8,0,0-0-0-0-0",6
2,16,"(2, 2, 2, 10)","1-4,0,0,0-0-0-0-0",1
2,16,"(2, 2, 2, 10)","1-8,0,0,0-0-0-0-0",13
