spg,n_atoms,numIons,wps,count
9,80,"(24, 56)","0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,84,"(4, 12, 12, 8, 48)","0,0-0-0,0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0",2
9,84,"(4, 16, 8, 8, 48)","0,0-0-0-0,0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,84,"(4, 16, 64)","0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",6
9,84,"(4, 32, 48)","0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",7
9,84,"(8, 4, 24, 48)","0-0,0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",2
9,84,"(8, 20, 8, 48)","0-0,0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,84,"(8, 20, 12, 44)","0-0,0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0",1
9,84,"(8, 28, 16, 32)","0-0,0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0",1
9,84,"(12, 8, 12, 4, 48)","0-0-0,0-0,0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,84,"(12, 8, 24, 40)","0-0-0,0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0",1
9,84,"(12, 12, 12, 48)","0-0-0,0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,84,"(12, 20, 8, 44)","0-0-0,0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0",1
9,84,"(12, 24, 48)","0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",3
9,84,"(16, 4, 4, 8, 4, 48)","0-0-0-0,0,0,0-0,0,0-0-0-0-0-0-0-0-0-0-0-0",33
9,84,"(16, 4, 8, 4, 4, 48)","0-0-0-0,0,0-0,0,0,0-0-0-0-0-0-0-0-0-0-0-0",18
9,84,"(16, 8, 4, 8, 48)","0-0-0-0,0-0,0,0-0,0-0-0-0-0-0-0-0-0-0-0-0",2
9,84,"(16, 8, 8, 4, 48)","0-0-0-0,0-0,0-0,0,0-0-0-0-0-0-0-0-0-0-0-0",9
9,84,"(24, 12, 48)","0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(4, 4, 12, 20, 48)","0,0,0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",2
9,88,"(4, 4, 16, 16, 48)","0,0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(4, 4, 32, 8, 40)","0,0,0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0",1
9,88,"(4, 8, 12, 16, 48)","0,0-0,0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(4, 8, 36, 8, 4, 28)","0,0-0,0-0-0-0-0-0-0-0-0,0-0,0,0-0-0-0-0-0-0",1
9,88,"(4, 8, 36, 8, 32)","0,0-0,0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0",2
9,88,"(4, 36, 20, 4, 24)","0,0-0-0-0-0-0-0-0-0,0-0-0-0-0,0,0-0-0-0-0-0",1
9,88,"(8, 4, 40, 4, 32)","0-0,0,0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0",1
9,88,"(8, 8, 8, 8, 56)","0-0,0-0,0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(8, 8, 16, 56)","0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(8, 8, 20, 8, 4, 40)","0-0,0-0,0-0-0-0-0,0-0,0,0-0-0-0-0-0-0-0-0-0",1
9,88,"(8, 12, 24, 44)","0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(8, 12, 68)","0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(8, 16, 8, 32, 24)","0-0,0-0-0-0,0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0",1
9,88,"(8, 24, 56)","0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(16, 8, 8, 56)","0-0-0-0,0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(16, 8, 16, 48)","0-0-0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(20, 12, 56)","0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(24, 16, 48)","0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,88,"(48, 8, 16, 16)","0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0,0-0-0-0",1
9,92,"(4, 4, 20, 64)","0,0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(4, 4, 24, 60)","0,0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(4, 8, 20, 60)","0,0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,92,"(4, 20, 8, 60)","0,0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(4, 24, 4, 60)","0,0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(4, 48, 16, 20, 4)","0,0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0,0",2
9,92,"(8, 4, 20, 60)","0-0,0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,92,"(8, 16, 68)","0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(8, 20, 4, 60)","0-0,0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(8, 44, 8, 4, 20, 8)","0-0,0-0-0-0-0-0-0-0-0-0-0,0-0,0,0-0-0-0-0,0-0",1
9,92,"(12, 12, 12, 4, 4, 48)","0-0-0,0-0-0,0-0-0,0,0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(12, 24, 24, 32)","0-0-0,0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0",1
9,92,"(16, 4, 4, 16, 4, 48)","0-0-0-0,0,0,0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(16, 8, 4, 12, 4, 48)","0-0-0-0,0-0,0,0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(24, 8, 60)","0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(28, 64)","0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(32, 12, 12, 16, 20)","0-0-0-0-0-0-0-0,0-0-0,0-0-0,0-0-0-0,0-0-0-0-0",1
9,92,"(44, 48)","0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,92,"(56, 12, 4, 20)","0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0,0,0-0-0-0-0",1
9,96,"(4, 4, 12, 12, 64)","0,0,0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(4, 8, 16, 12, 56)","0,0-0,0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,96,"(4, 12, 8, 24, 48)","0,0-0-0,0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(4, 12, 24, 24, 32)","0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0",1
9,96,"(4, 44, 20, 4, 24)","0,0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0,0,0-0-0-0-0-0",3
9,96,"(8, 4, 24, 60)","0-0,0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",6
9,96,"(8, 8, 16, 64)","0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(8, 8, 64, 16)","0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0",1
9,96,"(8, 8, 80)","0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,96,"(8, 16, 8, 64)","0-0,0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,96,"(8, 24, 4, 60)","0-0,0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(8, 48, 8, 24, 8)","0-0,0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0,0-0",1
9,96,"(12, 12, 72)","0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,96,"(12, 16, 4, 64)","0-0-0,0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(16, 8, 32, 40)","0-0-0-0,0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0",1
9,96,"(16, 12, 4, 64)","0-0-0-0,0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(16, 32, 48)","0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(24, 8, 8, 56)","0-0-0-0-0-0,0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(24, 16, 56)","0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,96,"(32, 16, 48)","0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",2
9,96,"(48, 8, 8, 24, 8)","0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0,0-0-0-0-0-0,0-0",1
9,100,"(4, 4, 8, 40, 4, 40)","0,0,0-0,0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0",1
9,100,"(4, 8, 12, 24, 52)","0,0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,100,"(4, 20, 16, 60)","0,0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,100,"(4, 72, 24)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0",1
9,100,"(8, 8, 24, 4, 56)","0-0,0-0,0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,100,"(8, 12, 80)","0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,100,"(8, 24, 8, 56, 4)","0-0,0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0,0",2
9,100,"(12, 28, 60)","0-0-0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,100,"(12, 40, 8, 40)","0-0-0,0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0",1
9,100,"(16, 4, 4, 16, 60)","0-0-0-0,0,0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,100,"(16, 12, 12, 4, 56)","0-0-0-0,0-0-0,0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,100,"(32, 52, 12, 4)","0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0,0",1
9,104,"(4, 32, 68)","0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,104,"(4, 60, 8, 24, 8)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0,0-0",1
9,104,"(4, 60, 24, 8, 8)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0,0-0",1
9,104,"(8, 4, 12, 20, 60)","0-0,0,0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(8, 4, 52, 40)","0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0",1
9,104,"(8, 8, 8, 16, 64)","0-0,0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(8, 8, 12, 24, 52)","0-0,0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(8, 16, 16, 64)","0-0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(8, 16, 80)","0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(8, 24, 8, 64)","0-0,0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(12, 4, 16, 16, 56)","0-0-0,0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(12, 12, 12, 40, 28)","0-0-0,0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0",1
9,104,"(16, 8, 8, 8, 64)","0-0-0-0,0-0,0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(16, 8, 16, 64)","0-0-0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(16, 16, 72)","0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(20, 4, 16, 64)","0-0-0-0-0,0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,104,"(24, 12, 8, 60)","0-0-0-0-0-0,0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,104,"(52, 8, 12, 32)","0-0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0,0-0-0-0-0-0-0-0",4
9,108,"(4, 8, 8, 32, 56)","0,0-0,0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,108,"(4, 8, 16, 16, 64)","0,0-0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,108,"(4, 28, 16, 4, 56)","0,0-0-0-0-0-0-0,0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,108,"(4, 64, 40)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0",9
9,108,"(8, 4, 20, 76)","0-0,0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,108,"(16, 8, 8, 16, 60)","0-0-0-0,0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,108,"(20, 4, 8, 16, 60)","0-0-0-0-0,0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,108,"(24, 8, 16, 60)","0-0-0-0-0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",6
9,108,"(24, 24, 12, 48)","0-0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,108,"(24, 24, 60)","0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,108,"(28, 4, 16, 4, 56)","0-0-0-0-0-0-0,0,0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,108,"(28, 4, 16, 56, 4)","0-0-0-0-0-0-0,0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0,0",2
9,112,"(4, 12, 20, 76)","0,0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,112,"(4, 24, 8, 76)","0,0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,112,"(8, 8, 16, 16, 64)","0-0,0-0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,112,"(8, 8, 48, 8, 40)","0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0",1
9,112,"(8, 12, 20, 72)","0-0,0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,112,"(8, 24, 80)","0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,112,"(12, 8, 20, 72)","0-0-0,0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,112,"(20, 8, 4, 16, 64)","0-0-0-0-0,0-0,0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,112,"(20, 20, 72)","0-0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,116,"(8, 20, 16, 72)","0-0,0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,116,"(8, 24, 84)","0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,116,"(12, 40, 12, 52)","0-0-0,0-0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,116,"(20, 16, 8, 72)","0-0-0-0-0,0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,116,"(20, 16, 16, 64)","0-0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,116,"(24, 12, 16, 64)","0-0-0-0-0-0,0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,116,"(24, 16, 8, 68)","0-0-0-0-0-0,0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,120,"(8, 16, 16, 80)","0-0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,120,"(16, 12, 24, 68)","0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,120,"(16, 32, 8, 64)","0-0-0-0,0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,120,"(16, 64, 40)","0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0",1
9,120,"(36, 12, 72)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,124,"(4, 8, 60, 20, 32)","0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0",1
9,124,"(8, 16, 88, 8, 4)","0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0,0",1
9,124,"(8, 24, 32, 8, 52)","0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,124,"(20, 4, 4, 8, 88)","0-0-0-0-0,0,0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,124,"(60, 64)","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,124,"(72, 4, 48)","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,128,"(4, 48, 76)","0,0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,128,"(8, 12, 16, 16, 76)","0-0,0-0-0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,128,"(8, 20, 28, 16, 56)","0-0,0-0-0-0-0,0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,128,"(12, 4, 4, 16, 16, 76)","0-0-0,0,0,0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,128,"(12, 16, 36, 64)","0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,128,"(16, 16, 32, 64)","0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(4, 52, 4, 8, 64)","0,0-0-0-0-0-0-0-0-0-0-0-0-0,0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(8, 8, 8, 48, 60)","0-0,0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(12, 4, 4, 4, 24, 84)","0-0-0,0,0,0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(12, 4, 36, 24, 56)","0-0-0,0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(12, 12, 36, 12, 4, 56)","0-0-0,0-0-0,0-0-0-0-0-0-0-0-0,0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(12, 24, 12, 84)","0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(12, 24, 24, 72)","0-0-0,0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,132,"(16, 4, 12, 20, 80)","0-0-0-0,0,0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(16, 8, 24, 4, 80)","0-0-0-0,0-0,0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(16, 20, 96)","0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(20, 16, 96)","0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(20, 24, 20, 68)","0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(20, 24, 88)","0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(24, 24, 84)","0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,132,"(24, 40, 8, 56, 4)","0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0,0",1
9,132,"(24, 52, 8, 48)","0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0",2
9,132,"(40, 12, 80)","0-0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,136,"(8, 64, 16, 8, 40)","0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0",1
9,136,"(8, 64, 32, 32)","0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0",1
9,136,"(20, 28, 16, 72)","0-0-0-0-0,0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,136,"(36, 8, 16, 4, 72)","0-0-0-0-0-0-0-0-0,0-0,0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(4, 64, 12, 32, 28)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0",2
9,140,"(4, 68, 4, 32, 32)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0",1
9,140,"(8, 4, 32, 20, 76)","0-0,0,0-0-0-0-0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,140,"(8, 20, 36, 16, 60)","0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(8, 44, 4, 84)","0-0,0-0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(8, 52, 24, 4, 8, 44)","0-0,0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0,0-0,0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(12, 8, 28, 12, 80)","0-0-0,0-0,0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(12, 16, 20, 12, 80)","0-0-0,0-0-0-0,0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(20, 4, 28, 88)","0-0-0-0-0,0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(20, 24, 24, 72)","0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,140,"(32, 24, 12, 72)","0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,140,"(40, 40, 60)","0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,144,"(4, 28, 32, 80)","0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
